Year,Marks,Model,Body Type,Mileage,Engine Size,Transmission,Fuel Type,Price($),City, Car Type
2024,Chery,OMODA E5,SUV,669,N/A,Reduction Gear,Electric,42540,Queensland,Demo
2011,Hyundai,i30,Wagon,"226,001",1.6L,Automatic,Diesel,10295,Queensland,Used
2023,Alfa,Romeo Giulia,Sedan,20,2.0L,Sports Automatic,Petrol,79990,Victoria,New
2022,Hyundai,Kona,SUV,"37,178",2.0L,Sports Automatic Dual Clutch,Petrol,39130,New South Wales,Used
2022,Kia,Seltos,SUV,"64,355",2.0L,Constantly Variable Transmission,Petrol,29795,South Australia,Used
2024,Mercedes-Benz,EQB,SUV,"6,000",N/A,Reduction Gear,Electric,87579,Queensland,Demo
2024,GWM,Ute,Ute,12,2.0L,Sports Automatic,Diesel,41990,Queensland,New
2018,Hyundai,Tucson,SUV,"141,993",2.0L,Manual,Petrol,15888,New South Wales,Used
2021,Mazda,CX-8,SUV,"85,739",2.2L,Sports Automatic,Diesel,34990,Queensland,Used
2020,Audi,RS3,Hatchback,"55,230",2.5L,Sports Automatic Dual Clutch,Petrol,77075,Western Australia,Used
2024,BMW,1 Series,Hatchback,"3,434",1.5L,Sports Automatic Dual Clutch,Petrol,65999,Victoria,Demo
2024,Mazda,CX-60,SUV,500,3.3L,Sports Automatic Single Clutch,Petrol,56990,New South Wales,Demo
2022,MG,ZS,SUV,"43,000",1.5L,Automatic,Petrol,18990,Victoria,Used
2022,Kia,Carnival,N/A,"60,011",2.2L,Sports Automatic,Diesel,66976,Western Australia,Used
2025,MG,ZST,SUV,15,1.5L,Constantly Variable Transmission,Petrol,23590,Queensland,New
2021,Audi,Q3,SUV,"48,635",1.4L,Sports Automatic Dual Clutch,Petrol,37602,Western Australia,Used
2025,MG,ZST,SUV,15,1.5L,Constantly Variable Transmission,Petrol,23590,Queensland,New
2016,Toyota,Landcruiser Prado,SUV,"154,747",2.8L,Sports Automatic,Diesel,46346,Western Australia,Used
2022,Audi,Q5,SUV,"27,320",2.0L,Sports Automatic Dual Clutch,Petrol,55990,Queensland,Used
2023,Mitsubishi,Eclipse Cross,SUV,"66,388",1.5L,Constantly Variable Transmission,Petrol,25490,Victoria,Used
2021,Land,Rover Discovery Sport,SUV,"29,529",2.0L,Sports Automatic,Petrol,55888,Western Australia,Used
2019,Toyota,Prius V,Wagon,"112,313",1.8L,Constantly Variable Transmission,Hybrid,39794,Western Australia,Used
2023,Nissan,JUKE,SUV,"8,567",1.0L,Sports Automatic Dual Clutch,Petrol,30208,Victoria,Used
2020,BMW,X3,SUV,"97,333",2.0L,Sports Automatic,Petrol,40994,Queensland,Used
2016,Subaru,XV,SUV,"68,655",2.0L,Constantly Variable Transmission,Petrol,23990,Victoria,Used
2022,Audi,Q5,SUV,"47,080",2.0L,Sports Automatic Dual Clutch,Petrol,62888,Victoria,Used
2024,Toyota,Camry,Sedan,"8,422",2.5L,Sports Automatic,Petrol,37995,New South Wales,Used
2013,Honda,Civic,Hatchback,"155,202",1.8L,Sports Automatic,Petrol,12320,Western Australia,Used
2025,Mazda,2,Hatchback,10,1.5L,Sports Automatic,Petrol,31490,Queensland,New
2022,Nissan,X-TRAIL,SUV,"10,589",2.5L,Constantly Variable Transmission,Petrol,41990,Queensland,Used
2025,Mazda,2,Hatchback,10,1.5L,Sports Automatic,Petrol,31490,Queensland,New
2022,Mazda,MX-30,SUV,"37,839",2.0L,Sports Automatic,Petrol,31038,Western Australia,Used
2010,Ferrari,California,Convertible,"40,488",4.3L,Sports Automatic Dual Clutch,Petrol,208880,Victoria,Used
2024,MG,HS,SUV,15,1.5L,Sports Automatic Dual Clutch,Petrol,38690,Queensland,New
2022,Renault,Koleos,SUV,"66,330",2.5L,Constantly Variable Transmission,Petrol,20949,Western Australia,Used
2022,Mitsubishi,Eclipse Cross,SUV,"57,239",1.5L,Constantly Variable Transmission,Petrol,23740,Western Australia,Used
2023,LDV,T60,Ute,"2,100",2.0L,Sports Automatic,Diesel,36990,Victoria,Demo
2022,Volvo,XC60,SUV,"42,717",2.0L,Sports Automatic,Petrol,59477,Western Australia,Used
2022,MG,MG3,Hatchback,"36,072",1.5L,Automatic,Petrol,14487,Queensland,Used
2021,Hyundai,Kona,SUV,"67,468",1.6L,Sports Automatic Dual Clutch,Petrol,28725,New South Wales,Used
2024,BMW,X3,SUV,"5,760",3.0L,Sports Automatic,Petrol,114888,New South Wales,Used
2024,Subaru,WRX,Sedan,"2,893",2.4L,Manual,Petrol,51983,Western Australia,Demo
2024,MG,MG3,Hatchback,15,1.5L,Automatic,Petrol,18490,Victoria,Demo
2023,Isuzu,MU-X,SUV,"60,904",3.0L,Sports Automatic,Diesel,55990,Victoria,Used
2024,MINI,Cooper,Hatchback,"5,021",N/A,Automatic,Electric,47990,Victoria,Demo
2021,MG,ZS,SUV,"24,700",1.5L,Automatic,Petrol,18990,Queensland,Used
2024,Kia,Carnival,N/A,10,2.2L,Sports Automatic,Diesel,80890,Queensland,New
2023,BMW,X2,SUV,"17,649",2.0L,Sports Automatic Dual Clutch,Petrol,68990,New South Wales,Used
2025,Hyundai,Palisade,SUV,25,2.2L,Sports Automatic,Diesel,72490,Queensland,New
2025,Suzuki,Swift,Hatchback,16,1.2L,Constantly Variable Transmission,Petrol,27635,New South Wales,New
2020,Hyundai,Tucson,SUV,"47,065",2.0L,Sports Automatic,Diesel,37904,New South Wales,Used
2021,Mazda,CX-5,SUV,"78,157",2.5L,Sports Automatic,Petrol,33888,Victoria,Used
2024,Kia,Sportage,SUV,12,2.0L,Sports Automatic,Diesel,54510,Queensland,New
2024,Suzuki,Swift,Hatchback,12,1.2L,Constantly Variable Transmission,Petrol,24867,Victoria,New
2024,Mazda,CX-5,SUV,"18,646",2.5L,Sports Automatic,Petrol,39880,Victoria,Used
2019,Mazda,CX-3,SUV,"80,761",2.0L,Sports Automatic,Petrol,22888,Western Australia,Used
2020,Audi,Q3,SUV,"105,446",2.0L,Sports Automatic Dual Clutch,Petrol,35010,New South Wales,Used
2023,Mazda,CX-8,SUV,"4,503",2.2L,Sports Automatic,Diesel,59950,Victoria,Used
2024,Isuzu,D-MAX,Ute,10,3.0L,Sports Automatic,Diesel,67980,New South Wales,Demo
2024,Mitsubishi,Triton,Ute,"15,958",2.4L,Sports Automatic,Diesel,58990,Queensland,Demo
2022,Jeep,Compass,SUV,"29,759",2.4L,Automatic,Petrol,33990,Queensland,Used
2024,Mazda,2,Hatchback,N/A,1.5L,Sports Automatic,Petrol,30279,New South Wales,New
2024,MG,MG3,Hatchback,15,1.5L,Automatic,Hybrid,29490,Queensland,New
2024,Mitsubishi,Outlander,SUV,"11,408",2.5L,Constantly Variable Transmission,Petrol,38888,Queensland,Used
2016,BMW,X4,SUV,"99,988",3.0L,Automatic,Diesel,38285,Queensland,Used
2023,MG,MG3,Hatchback,"29,286",1.5L,Automatic,Petrol,15487,Queensland,Used
2021,Hyundai,Kona,SUV,"67,468",1.6L,Sports Automatic Dual Clutch,Petrol,28725,New South Wales,Used
2018,Audi,Q2,SUV,"98,041",1.4L,Sports Automatic Dual Clutch,Petrol,19990,Queensland,Used
2021,Lexus,RX,SUV,"17,983",3.5L,Sports Automatic,Petrol,71895,Queensland,Used
2017,Honda,HR-V,SUV,"105,858",1.8L,Constantly Variable Transmission,Petrol,19512,Western Australia,Used
2025,KGM,SsangYong Torres,SUV,10,1.5L,Sports Automatic,Petrol,45750,Victoria,New
2016,Fiat,500X,SUV,"67,774",1.4L,Manual,Petrol,16779,Tasmania,Used
2025,MG,MG3,Hatchback,10,1.5L,Constantly Variable Transmission,Petrol,25490,Victoria,New
2017,Honda,Civic,Hatchback,"60,017",1.8L,Constantly Variable Transmission,Petrol,23575,New South Wales,Used
2021,Toyota,RAV4,SUV,"38,250",2.5L,Constantly Variable Transmission,Hybrid,53239,Western Australia,Used
2023,Lexus,RZ,SUV,"18,922",N/A,Reduction Gear,Electric,79845,New South Wales,Used
2023,Mercedes-Benz,GLC-Class,SUV,"6,805",2.0L,Sports Automatic,Petrol,99800,Victoria,Used
2015,Ford,Kuga,SUV,"115,156",1.5L,Sports Automatic,Petrol,12999,Western Australia,Used
2016,Hyundai,Tucson,SUV,"149,269",2.0L,Sports Automatic,Diesel,19531,Western Australia,Used
2017,Toyota,Kluger,SUV,"143,186",3.5L,Sports Automatic,Petrol,27990,Queensland,Used
2020,Isuzu,D-MAX,Ute,"98,987",3.0L,Sports Automatic,Diesel,47990,Queensland,Used
2024,Mazda,CX-3,SUV,10,2.0L,Sports Automatic,Petrol,31990,Queensland,New
2024,Nissan,QASHQAI,SUV,"3,952",1.3L,Constantly Variable Transmission,Petrol,41670,Victoria,Used
2019,Ford,Everest,SUV,"96,437",2.0L,Sports Automatic,Diesel,40999,Victoria,Used
2013,Hyundai,i20,Hatchback,"49,186",1.4L,Automatic,Petrol,12798,Victoria,Used
2024,Hyundai,Kona,SUV,N/A,2.0L,Constantly Variable Transmission,Petrol,44864,Victoria,New
2017,Isuzu,MU-X,SUV,"158,329",3.0L,Sports Automatic,Diesel,25864,Victoria,Used
2024,SsangYong,Musso,Ute,20,2.2L,Sports Automatic,Diesel,42200,Queensland,New
2018,Mercedes-Benz,GLE-Class,SUV,"134,082",3.0L,Sports Automatic,Petrol,51450,Victoria,Used
2023,LDV,T60,Ute,"12,661",2.0L,Sports Automatic,Diesel,40168,South Australia,Used
2020,Toyota,Hilux,Ute,"190,568",2.8L,Sports Automatic,Diesel,39774,Western Australia,Used
2024,Volkswagen,T-Cross,SUV,746,1.0L,Sports Automatic Dual Clutch,Petrol,41888,Victoria,Demo
2021,Toyota,Hilux,N/A,"66,623",2.8L,Sports Automatic,Diesel,47564,Western Australia,Used
2024,Volkswagen,Amarok,Ute,"2,000",3.0L,Automatic,Diesel,69997,Victoria,Demo
2024,Kia,Sorento,SUV,10,1.6L,Sports Automatic,Hybrid,78888,Victoria,New
2024,Volkswagen,T-Roc,SUV,338,1.4L,Sports Automatic,Petrol,35925,Victoria,Demo
2024,Mazda,2,Hatchback,"1,103",1.5L,Sports Automatic,Petrol,26298,Victoria,Demo
2024,GWM,Cannon Alpha,Ute,24,2.0L,Sports Automatic,Hybrid,59990,Queensland,New
2019,Great,Wall Steed,Ute,"45,666",2.0L,Manual,Diesel,16470,Australian Capital Territory,Used
2023,Volkswagen,Golf,Hatchback,"11,881",2.0L,Sports Automatic Dual Clutch,Petrol,58766,Victoria,Used
2019,Ford,Ranger,Ute,"92,941",2.2L,Sports Automatic,Diesel,24990,New South Wales,Used
2024,Subaru,Outback,SUV,"7,104",2.5L,Constantly Variable Transmission,Petrol,51990,Queensland,Used
2019,Hyundai,i30,Hatchback,"15,868",2.0L,Sports Automatic,Petrol,22490,Queensland,Used
2023,MG,MG3,Hatchback,"29,286",1.5L,Automatic,Petrol,15487,Queensland,Used
2021,Ford,Ranger,Ute,"83,479",2.0L,Sports Automatic,Diesel,63690,Queensland,Used
2023,Fiat,500e,Hatchback,20,N/A,Reduction Gear,Electric,39990,Victoria,New
2016,Holden,Special Vehicles GTS,Sedan,"117,583",6.2L,Manual,Petrol,97999,Western Australia,Used
2024,Isuzu,D-MAX,Ute,20,3.0L,Sports Automatic,Diesel,66990,Queensland,Demo
2011,BMW,M3,Coupe,"79,999",4.0L,Sports Automatic Dual Clutch,Petrol,69670,Queensland,Used
2024,Renault,Arkana,SUV,10,1.3L,Sports Automatic Dual Clutch,Petrol,44990,Queensland,New
2014,BMW,X5,SUV,"153,032",4.4L,Sports Automatic,Petrol,28079,Queensland,Used
2018,Hyundai,Elantra,Sedan,"59,731",1.6L,Manual,Petrol,24597,New South Wales,Used
2017,Holden,Equinox,SUV,"87,797",2.0L,Sports Automatic,Petrol,16990,Victoria,Used
2019,BMW,X3,SUV,"79,305",3.0L,Automatic,Diesel,42990,Victoria,Used
2024,Subaru,WRX,Sedan,"14,101",2.4L,Manual,Petrol,49490,New South Wales,Used
2020,BMW,X5,SUV,"35,322",3.0L,Sports Automatic,Diesel,82990,New South Wales,Used
2018,Kia,Sportage,SUV,"93,675",2.0L,Sports Automatic,Diesel,26990,New South Wales,Used
2023,Ford,Ranger,Ute,"21,511",3.0L,Sports Automatic,Petrol,89450,Western Australia,Used
2024,Abarth,695,Hatchback,20,1.4L,Sports Automatic Single Clutch,Petrol,47490,Victoria,New
2018,Ford,Ranger,N/A,"88,975",3.2L,Sports Automatic,Diesel,38671,Western Australia,Used
2024,Kia,Sorento,SUV,10,1.6L,Sports Automatic,Hybrid,78888,Victoria,New
2024,MG,HS,SUV,10,1.5L,Sports Automatic Dual Clutch,Petrol,36590,Western Australia,New
2024,MINI,Countryman,SUV,"1,550",2.0L,Sports Automatic Dual Clutch,Petrol,64449,New South Wales,Demo
2024,SKODA,Karoq,SUV,"1,500",1.4L,Automatic,Petrol,43990,Queensland,Demo
2024,Nissan,X-TRAIL,SUV,15,1.5L,Automatic,Hybrid,54890,Australian Capital Territory,New
2024,Nissan,JUKE,SUV,6,1.0L,Sports Automatic Dual Clutch,Petrol,39060,Queensland,New
2022,Volkswagen,Golf,Hatchback,"35,935",2.0L,Sports Automatic Dual Clutch,Petrol,57690,Queensland,Used
2023,Mazda,3,Sedan,"32,840",2.5L,Sports Automatic,Petrol,30990,Victoria,Used
2003,Nissan,Pulsar,Sedan,"147,570",1.8L,Automatic,Petrol,6170,Tasmania,Used
2025,Hyundai,Tucson,SUV,10,2.0L,Automatic,Petrol,38990,Victoria,New
2019,Subaru,Outback,SUV,"82,589",2.5L,Constantly Variable Transmission,Petrol,29757,New South Wales,Used
2021,Mitsubishi,Pajero,SUV,"90,049",3.2L,Sports Automatic,Diesel,44206,Western Australia,Used
2021,Renault,Megane,Hatchback,"97,801",1.8L,Sports Automatic Dual Clutch,Petrol,33990,Victoria,Used
2021,Land,Rover Range Rover Velar,SUV,"71,511",3.0L,Sports Automatic,Petrol,87899,Western Australia,Used
2017,BMW,X3,SUV,"84,451",2.0L,Automatic,Petrol,33390,Queensland,Used
2021,Toyota,Hilux,N/A,"115,680",2.8L,Sports Automatic,Diesel,57777,Western Australia,Used
2014,Mercedes-Benz,M-Class,SUV,"113,961",2.1L,Sports Automatic,Diesel,24597,New South Wales,Used
2024,GWM,Tank 500,SUV,5,2.0L,Sports Automatic,Hybrid,73585,Queensland,New
2023,Suzuki,Vitara,SUV,13,1.4L,Sports Automatic,Petrol,32480,New South Wales,Demo
2024,Jeep,Wrangler,SUV,10,2.0L,Automatic,Petrol,102000,Victoria,New
2025,MG,ZST,SUV,15,1.5L,Constantly Variable Transmission,Petrol,23590,Queensland,New
2024,Nissan,Patrol,SUV,20,5.6L,Sports Automatic,Petrol,97000,Queensland,New
2022,Suzuki,Jimny,SUV,"36,011",1.5L,Automatic,Petrol,34271,Western Australia,Used
2025,GWM,Haval H6,SUV,N/A,2.0L,Sports Automatic Dual Clutch,Petrol,31485,Victoria,New
2024,Suzuki,Swift,Hatchback,12,1.2L,Constantly Variable Transmission,Petrol,28367,Victoria,New
2021,Renault,Megane,Hatchback,"46,084",1.8L,Manual,Petrol,44100,Western Australia,Used
2023,Mazda,CX-90,SUV,"22,640",3.3L,Sports Automatic Single Clutch,Diesel,70450,Victoria,Used
2022,Toyota,Hilux,N/A,"99,253",2.7L,Sports Automatic,Petrol,29870,Western Australia,Used
2024,Nissan,X-TRAIL,SUV,8,1.5L,Automatic,Hybrid,55490,New South Wales,New
2024,Abarth,695,Hatchback,20,1.4L,Sports Automatic Single Clutch,Petrol,47490,Victoria,New
2024,Jeep,Compass,SUV,"4,464",1.5L,Sports Automatic Dual Clutch,Petrol,49990,Queensland,Demo
2024,Hyundai,Tucson,SUV,9,1.6L,Sports Automatic Dual Clutch,Petrol,62163,Queensland,New
2024,Mitsubishi,Triton,Ute,14,2.4L,Sports Automatic,Diesel,58990,Queensland,Demo
2023,Kia,Seltos,SUV,"16,373",1.6L,Sports Automatic,Petrol,45491,South Australia,Used
2024,MG,MG3,Hatchback,25,1.5L,Automatic,Petrol,17990,Queensland,Demo
2017,Audi,SQ7,SUV,"72,094",4.0L,Sports Automatic,Diesel,71540,New South Wales,Used
2024,LDV,Deliver 7,Van,88,2.0L,Automatic,Diesel,43990,Queensland,New
2024,Isuzu,D-MAX,Ute,5,3.0L,Sports Automatic,Diesel,72990,Queensland,New
2025,Hyundai,Tucson,SUV,10,2.0L,Automatic,Petrol,38990,Victoria,New
2023,Mazda,CX-60,SUV,"14,872",3.3L,Sports Automatic Single Clutch,Diesel,59270,Tasmania,Used
2025,Hyundai,Tucson,SUV,10,2.0L,Automatic,Petrol,38890,Victoria,New
2024,Ford,Ranger,Ute,24,2.0L,Sports Automatic,Diesel,52733,Victoria,Used
2024,GWM,Haval Jolion,SUV,"1,303",1.5L,Constantly Variable Transmission,Hybrid,34907,Victoria,Used
2024,Nissan,Navara,Ute,7,2.3L,Sports Automatic,Diesel,54990,New South Wales,New
2016,Mazda,CX-3,SUV,"110,165",2.0L,Manual,Petrol,19888,N/A,Used
2024,Volkswagen,Tiguan,SUV,13,2.0L,Sports Automatic Dual Clutch,Petrol,67990,N/A,New
2018,Mitsubishi,Outlander,SUV,"147,779",2.2L,Sports Automatic,Diesel,24710,Tasmania,Used
2024,Nissan,Pathfinder,SUV,6,3.5L,Sports Automatic,Petrol,66300,New South Wales,Demo
2025,Hyundai,Kona,SUV,25,2.0L,Constantly Variable Transmission,Petrol,43390,Queensland,New
2019,Honda,HR-V,SUV,"93,921",1.8L,Constantly Variable Transmission,Petrol,23990,New South Wales,Used
2021,Toyota,Hilux,Ute,"92,534",2.8L,Sports Automatic,Diesel,61765,Western Australia,Used
2022,Hyundai,i30,Sedan,"50,842",1.6L,Sports Automatic Dual Clutch,Petrol,34990,New South Wales,Used
2023,Toyota,Hilux,Ute,"7,417",2.8L,Sports Automatic,Diesel,74690,New South Wales,Used
2022,Kia,Sportage,SUV,"25,010",2.0L,Sports Automatic,Diesel,51590,New South Wales,Used
2018,Toyota,Camry,Sedan,"99,989",2.5L,Sports Automatic,Petrol,22990,Queensland,Used
2010,Toyota,Landcruiser,SUV,"261,221",4.5L,Sports Automatic,Diesel,61670,Western Australia,Used
2025,Hyundai,Kona,SUV,10,1.6L,Sports Automatic,Petrol,47990,Victoria,New
2023,Jaguar,E-PACE,SUV,"2,530",2.0L,Sports Automatic,Petrol,99490,Australian Capital Territory,New
2024,MG,MG4,Hatchback,25,N/A,Reduction Gear,Electric,34990,Queensland,New
2024,Abarth,695,Hatchback,20,1.4L,Sports Automatic Single Clutch,Petrol,47490,Victoria,New
2024,Suzuki,Swift,Hatchback,12,1.2L,Constantly Variable Transmission,Petrol,28367,Victoria,New
2024,Suzuki,Swift,Hatchback,265,1.2L,Constantly Variable Transmission,Petrol,28990,Queensland,Demo
2024,Subaru,BRZ,Coupe,"2,048",2.4L,Manual,Petrol,44990,Queensland,Demo
2023,BMW,3 Series,Sedan,"15,416",2.0L,Sports Automatic,Petrol,75990,New South Wales,Used
2021,Toyota,Landcruiser,N/A,"88,796",4.5L,Manual,Diesel,93354,New South Wales,Used
2024,MG,MG3,Hatchback,639,1.5L,Automatic,Petrol,17890,Queensland,Demo
2015,Hyundai,Veloster,Hatchback,"101,533",1.6L,Sports Automatic Dual Clutch,Petrol,19888,Queensland,Used
2024,Volkswagen,Golf,Hatchback,"1,588",2.0L,Sports Automatic Dual Clutch,Petrol,69888,Victoria,Demo
2019,Kia,Cerato,Hatchback,"120,730",2.0L,Sports Automatic,Petrol,21933,Victoria,Used
2024,Hyundai,i30,Hatchback,"3,498",2.0L,Sports Automatic Dual Clutch,Petrol,50489,Victoria,Used
2024,MG,MG4,Hatchback,10,N/A,Reduction Gear,Electric,43690,Queensland,New
2024,Nissan,X-TRAIL,SUV,8,1.5L,Automatic,Hybrid,55490,New South Wales,New
2024,Hyundai,Tucson,SUV,"2,051",1.6L,Sports Automatic Dual Clutch,Petrol,53860,New South Wales,Demo
2022,Hyundai,i30,Sedan,"37,945",2.0L,Sports Automatic Dual Clutch,Petrol,41499,South Australia,Used
2021,MINI,Hatch,Hatchback,"56,708",2.0L,Sports Automatic Dual Clutch,Petrol,39663,Western Australia,Used
2019,Kia,Picanto,Hatchback,"82,673",1.0L,Manual,Petrol,16470,N/A,Used
2015,Honda,HR-V,SUV,"106,601",1.8L,Constantly Variable Transmission,Petrol,18880,Queensland,Used
2020,Toyota,Hilux,N/A,"113,039",2.8L,Sports Automatic,Diesel,44203,Western Australia,Used
2017,Mitsubishi,Pajero Sport,SUV,"102,915",2.4L,Sports Automatic,Diesel,32990,Queensland,Used
2025,MG,MG3,Hatchback,15,1.5L,Constantly Variable Transmission,Petrol,26770,Queensland,New
2024,Suzuki,Swift,Hatchback,12,1.2L,Constantly Variable Transmission,Petrol,28667,Victoria,New
2012,Mazda,CX-5,SUV,"104,310",2.0L,Manual,Petrol,15421,Western Australia,Used
2024,Kia,Cerato,Sedan,"14,865",1.6L,Sports Automatic Dual Clutch,Petrol,34990,Victoria,Used
2017,MINI,Countryman,SUV,"78,765",2.0L,Sports Automatic,Petrol,27685,New South Wales,Used
2023,LDV,MIFA,N/A,"32,041",2.0L,Automatic,Petrol,36990,Queensland,Used
2025,MG,MG3,Hatchback,N/A,1.5L,Automatic,Hybrid,31939,Queensland,New
2019,Mazda,CX-5,SUV,"66,415",2.5L,Sports Automatic,Petrol,34950,Victoria,Used
2025,MG,MG3,Hatchback,16,1.5L,Constantly Variable Transmission,Petrol,25690,Western Australia,New
2024,Kia,Sportage,SUV,"2,381",1.6L,Sports Automatic,Hybrid,49430,Queensland,Demo
2022,MG,HS,SUV,15,1.5L,Sports Automatic Dual Clutch,Petrol,38990,Queensland,Used
2024,Mazda,CX-3,SUV,"4,780",2.0L,Sports Automatic,Petrol,37950,Victoria,Used
2020,Toyota,Hilux,N/A,"96,595",2.8L,Sports Automatic,Diesel,44221,Western Australia,Used
2021,Mitsubishi,Triton,Ute,"51,248",2.4L,Sports Automatic,Diesel,45310,New South Wales,Used
2023,Nissan,Patrol,SUV,"4,200",5.6L,Sports Automatic,Petrol,129990,Western Australia,Demo
2023,GWM,Haval Jolion,SUV,"11,800",1.5L,Sports Automatic Dual Clutch,Petrol,26900,Queensland,Used
2023,Mahindra,Scorpio,Wagon,66,2.2L,Automatic,Diesel,41990,Queensland,New
2017,Mercedes-Benz,GLC-Class,SUV,"82,865",3.0L,Sports Automatic,Petrol,46888,Queensland,Used
2024,Kia,Sportage,SUV,13,1.6L,Sports Automatic,Hybrid,45900,Queensland,Demo
2023,Mitsubishi,Eclipse Cross,SUV,"5,785",1.5L,Constantly Variable Transmission,Petrol,35990,Queensland,Used
2024,Nissan,X-TRAIL,SUV,15,1.5L,Automatic,Hybrid,54890,Australian Capital Territory,New
2017,Nissan,Pathfinder,SUV,"107,932",3.5L,Constantly Variable Transmission,Petrol,26950,Victoria,Used
2025,JAC,T9,Ute,13,2.0L,Automatic,Diesel,50849,Western Australia,New
2018,Mitsubishi,Triton,Ute,"159,687",2.4L,Manual,Diesel,27703,Western Australia,Used
2024,GWM,Ute,Ute,22,2.0L,Sports Automatic,Diesel,40490,Queensland,New
2024,LDV,G10,Van,22,2.0L,Sports Automatic,Diesel,35990,New South Wales,New
2019,Holden,Acadia,SUV,"148,170",3.6L,Sports Automatic,Petrol,22990,Queensland,Used
2024,Suzuki,Vitara,SUV,13,1.6L,Sports Automatic,Petrol,31736,New South Wales,Demo
2016,Volkswagen,Tiguan,SUV,"83,029",2.0L,Sports Automatic Dual Clutch,Petrol,21990,Queensland,Used
2025,Hyundai,Tucson,SUV,10,2.0L,Automatic,Petrol,38990,Victoria,New
2024,Kia,Sportage,SUV,"2,135",2.0L,Sports Automatic,Diesel,44990,Queensland,Demo
2024,Mazda,CX-3,SUV,"7,164",2.0L,Sports Automatic,Petrol,38950,Victoria,Used
2024,Mazda,CX-80,SUV,N/A,3.3L,Sports Automatic,Petrol,67735,Victoria,New
2025,MG,ZST,SUV,105,1.5L,Constantly Variable Transmission,Petrol,22888,Queensland,Demo
2020,Mazda,CX-5,SUV,"82,184",2.2L,Sports Automatic,Diesel,30890,New South Wales,Used
2022,Haval,H6GT,SUV,"33,000",2.0L,Sports Automatic Dual Clutch,Petrol,33990,N/A,Used
2021,Volkswagen,Passat,SUV,"28,943",2.0L,Sports Automatic Dual Clutch,Petrol,44788,Victoria,Used
2024,Kia,Cerato,Sedan,"14,865",1.6L,Sports Automatic Dual Clutch,Petrol,34990,Victoria,Used
2016,Toyota,Hilux,N/A,"235,587",2.8L,Sports Automatic,Diesel,37990,Queensland,Used
2024,Renault,Koleos,SUV,88,2.5L,Constantly Variable Transmission,Petrol,41990,Queensland,New
2020,Toyota,Hilux,N/A,"96,595",2.8L,Sports Automatic,Diesel,44221,Western Australia,Used
2021,Jeep,Grand Cherokee,SUV,"80,803",3.0L,Sports Automatic,Diesel,53850,Queensland,Used
2021,BMW,X5,SUV,"36,361",3.0L,Sports Automatic,Diesel,90524,Western Australia,Used
2022,Lexus,NX,SUV,"19,422",2.5L,Constantly Variable Transmission,Hybrid,75888,Victoria,Used
2024,Mazda,2,Hatchback,"2,529",1.5L,Sports Automatic,Petrol,26298,Victoria,Demo
2017,Porsche,911,Coupe,"48,350",3.0L,Sports Automatic Dual Clutch,Petrol,240495,New South Wales,Used
2024,BMW,1 Series,Hatchback,"3,500",1.5L,Sports Automatic Dual Clutch,Petrol,64888,Victoria,Demo
2023,Mazda,CX-5,SUV,"19,882",2.5L,Sports Automatic,Petrol,45310,New South Wales,Used
2024,Renault,Koleos,SUV,8,2.5L,Constantly Variable Transmission,Petrol,41990,Queensland,New
